Gene Name,Product Annotation,BaseMean,BaseMeanA,BaseMeanB,Fold Change,log2 Fold-Change,P-value,FDR,Effect
FQ312003_intergenic_4534811_4534955,FQ312003_intergenic_4534811_4534955,10.71069778,0.86714899,17.27306365,19.91937239,4.316100288,6.27E-06,0.000185405,Upregulated
FQ312003_intergenic_4553815_4553880,FQ312003_intergenic_4553815_4553880,16.23796618,1.803466889,25.8609657,14.33958442,3.841931308,0.008639559,0.069190679,Upregulated
FQ312003_intergenic_4583972_4584118,FQ312003_intergenic_4583972_4584118,138.2901658,6.766867381,225.9723647,33.3939402,5.061514424,9.91E-07,3.76E-05,Upregulated
FQ312003_intergenic_4715325_4715428,FQ312003_intergenic_4715325_4715428,33.70747443,81.12935516,2.092887271,0.025796917,-5.276657511,8.18E-05,0.001541045,Downregulated
FQ312003_intergenic_4737505_4737545,FQ312003_intergenic_4737505_4737545,4.988666508,0.587627056,7.92269281,13.48251877,3.753018137,0.004732979,0.042774995,Upregulated
FQ312003_intergenic_477195_477303,FQ312003_intergenic_477195_477303,44.10617065,105.4573566,3.205379992,0.030395034,-5.040020534,1.82E-05,0.000443349,Downregulated
FQ312003_intergenic_4836111_4836411,FQ312003_intergenic_4836111_4836411,112.3115164,261.7446582,12.6894218,0.048480156,-4.366461856,1.31E-05,0.000340743,Downregulated
FQ312003_intergenic_4842841_4842863,FQ312003_intergenic_4842841_4842863,4.666292879,0.180346689,7.656923672,42.45669115,5.407920034,0.000241799,0.003800588,Upregulated
FQ312003_intergenic_4876953_4877251,FQ312003_intergenic_4876953_4877251,106.5560337,239.6808222,17.80617472,0.074291195,-3.750664956,0.012501708,0.090948326,Downregulated
FQ312003_intergenic_527491_527568,FQ312003_intergenic_527491_527568,97.9243304,228.316864,10.99597463,0.048161027,-4.375990036,0.000408244,0.006014923,Downregulated
FQ312003_intergenic_528290_528684,FQ312003_intergenic_528290_528684,47.58394714,108.7445677,6.810200089,0.062625658,-3.997102337,0.008610988,0.069046587,Downregulated
FQ312003_intergenic_737334_738299,FQ312003_intergenic_737334_738299,86.56923383,159.468935,37.96943305,0.238099245,-2.070365048,0.002156849,0.022816452,Downregulated
FQ312003_intergenic_756308_756488,FQ312003_intergenic_756308_756488,105.6690911,232.1826177,21.32674002,0.091853302,-3.444524611,2.99E-09,2.41E-07,Downregulated
FQ312003_intergenic_765039_765699,FQ312003_intergenic_765039_765699,127.1867131,305.409459,8.371549083,0.027410903,-5.18910633,0.002975752,0.029075945,Downregulated
FQ312003_intergenic_797045_797352,FQ312003_intergenic_797045_797352,87.56327362,202.6147286,10.86230366,0.053610632,-4.221337045,9.46E-11,1.08E-08,Downregulated
FQ312003_intergenic_982212_982573,FQ312003_intergenic_982212_982573,6.789837145,1.079791074,10.59653453,9.813504467,3.294768424,0.002519274,0.025773196,Upregulated
fruK,1-phosphofructokinase,11.41239959,2.22274979,17.53883279,7.890601481,2.980135277,0.000844255,0.010811598,Upregulated
ftnA,ferritin,157.9180017,311.1315927,55.77560777,0.179266937,-2.479818661,3.51E-11,4.32E-09,Downregulated
ftsB,Cell division protein ftsB homolog.,44.00106527,87.63105232,14.91440724,0.17019546,-2.554735544,0.0006985,0.009228973,Downregulated
gabT,4-aminobutyrate aminotransferase,44.44846646,18.44077467,61.78692765,3.350560308,1.744402375,2.90E-06,9.40E-05,Upregulated
galF,UTP-glucose-1-phosphate uridylyltransferase,88.99758101,182.6305659,26.57559111,0.145515571,-2.780754555,1.21E-05,0.000317745,Downregulated
garD,D-galactarate dehydratase,25.92689986,52.93321044,7.92269281,0.149673385,-2.740110387,2.08E-06,7.07E-05,Downregulated
gcvA,regulatory protein for glycine cleavage pathway,79.05463992,147.2856415,33.56730554,0.227906164,-2.133488151,0.002425761,0.025052119,Downregulated
gipA,putative virulence factor,86.76111133,149.0600442,45.22848941,0.303424634,-1.720589875,5.93E-05,0.001158738,Downregulated
glgS,glycogen synthesis protein GlgS,172.510912,402.1019715,19.45020572,0.048371326,-4.36970409,4.74E-06,0.000146025,Downregulated
glmU,UDP-N-acetylglucosamine pyrophosphorylase,116.7126389,264.2750277,18.337713,0.069388747,-3.849154478,5.49E-09,4.03E-07,Downregulated
glpA,anaerobic glycerol-3-phosphate dehydrogenase subunit A,597.4845017,1245.239324,165.6479537,0.133024994,-2.910230755,1.71E-12,2.66E-10,Downregulated
glpB,Anaerobic glycerol-3-phosphate dehydrogenase subunit B,330.8776452,712.5360461,76.43871134,0.107276975,-3.220587638,8.20E-14,1.53E-11,Downregulated
glpC,anaerobic glycerol-3-phosphate dehydrogenase subunit C,309.045185,625.1721964,98.29384404,0.157226832,-2.669080647,5.72E-15,1.29E-12,Downregulated
glpD,aerobic glycerol-3-phosphate dehydrogenase,1579.113215,2935.106869,675.1174453,0.230014604,-2.120202629,1.39E-18,5.65E-16,Downregulated
glpE,conserved hypothetical protein,21.19483587,44.64103508,5.564036401,0.124639502,-3.004166716,0.002447476,0.025236457,Downregulated
glpT,glycerol-3-phosphate transporter,341.6183975,583.2243188,180.5477834,0.309568339,-1.691670169,0.000951268,0.011804042,Downregulated
gltD,glutamate synthase (NADPH) small chain,32.90741257,11.01655409,47.50131823,4.311812737,2.108294523,1.06E-05,0.000282068,Upregulated
gmk,5'guanylate kinase,76.17193736,151.1632577,26.1777238,0.173175176,-2.529695952,0.000222804,0.003525547,Downregulated
gpB,bacteriophage late control gene,38.27552808,76.25603379,12.95519093,0.1698907,-2.557321218,0.005870322,0.051224052,Downregulated
gpF,bacteriophage tail protein,7.330839535,1.434483184,11.26174377,7.850732508,2.97282727,0.000841855,0.010811598,Upregulated
gpmB,probable phosphoglycerate mutase 2,25.38345042,59.92064143,2.358656409,0.039363003,-4.667015889,0.000341659,0.005198159,Downregulated
greB,transcription elongation factor GreB,47.13088814,98.19392749,13.0888619,0.133296042,-2.90729415,0.002211874,0.023322948,Downregulated
groEL,GroEL protein,1920.547581,521.861942,2853.004673,5.466972093,2.450742011,6.85E-09,4.91E-07,Upregulated
groES,GroES protein,491.1191,183.0145267,696.5221489,3.805829851,1.928211064,2.88E-08,1.76E-06,Upregulated
grxB,glutaredoxin 2,224.882378,461.5016692,67.13618387,0.145473328,-2.781173426,6.35E-08,3.29E-06,Downregulated
gshB,Glutathione synthetase,75.41594075,135.5223406,35.3450075,0.260805763,-1.938952344,0.002357383,0.024501017,Downregulated
gtgE,bacteriophage encoded virulence factor,76.50149637,148.6496771,28.40270924,0.191071449,-2.387815874,0.00053555,0.007582501,Downregulated
gtrB,putative phage glycosyl transferase,24.60354647,55.23020438,4.185774541,0.075787779,-3.721890955,0.00348864,0.032971107,Downregulated
hemB,delta-aminolevulinic acid dehydratase,134.1230269,251.8423029,55.6435096,0.220945842,-2.178235315,0.000682918,0.009138812,Downregulated
hflK,HflK protein,179.8795038,73.86554913,250.5554736,3.392047803,1.762156501,0.014249009,0.099872374,Upregulated
hha,haemolysin expression modulating protein,325.5461661,794.6307761,12.82309276,0.016137171,-5.953468502,1.76E-05,0.000434589,Downregulated
hilC,AraC-family transcriptional regulator,76.36760069,160.8722615,20.03116016,0.124515936,-3.005597703,0.008590866,0.069046182,Downregulated
hilD,AraC-family transcriptional regulator,390.8040576,924.7899401,34.81346923,0.037644732,-4.731408211,1.74E-18,6.69E-16,Downregulated
himD,integration host factor beta-subunit (IHF-beta),56.25784128,112.1924778,18.96808361,0.169067338,-2.564330118,0.000217446,0.003478604,Downregulated
hisA,1-,29.45030246,4.512936665,46.075213,10.20958556,3.351852398,0.000695218,0.009206288,Upregulated
hisB,bifunctional histidine biosynthesis protein (imidazoleglycerol-phosphate dehydratase; histidinol phosphatase),45.44509944,20.85587368,61.83791661,2.965012042,1.568037964,2.36E-06,7.81E-05,Upregulated
hisI,bifunctional histidine biosynthesis bifunctional protein (phosphoribosyl-AMP cyclohydrolase / phosphoribosyl-ATP pyrophosphohydrolase),28.33967564,11.55301603,39.53078205,3.421685033,1.774706965,0.001652395,0.018342147,Upregulated
hmpA,flavohemoprotein (haemoglobin-like protein),35.27089767,12.1889619,50.65885485,4.156125455,2.055239204,7.61E-07,2.94E-05,Upregulated
hpcB,"3,4-dihydroxyphenylacetate 2,3-dioxygenase",20.28518291,5.56872267,30.09615641,5.404499055,2.4341609,0.000137212,0.002369272,Upregulated
hpcC,5-carboxymethyl-2-hydroxymuconate semialdehyde dehydrogenase (ec 1.2.1.-) (chms dehydrogenase),20.6215781,6.610217082,29.96248544,4.532753625,2.180387747,0.000242231,0.003800588,Upregulated
hslS,heat shock protein B,400.0079092,879.6822043,80.22504578,0.091197759,-3.454857814,2.55E-13,4.27E-11,Downregulated
hslT,heat shock protein A,341.4306741,633.8267925,146.4999285,0.231135588,-2.113188684,0.010659563,0.080901124,Downregulated
htrA,protease DO precursor; heat shock protein HtrA,116.8788248,45.86664851,164.2202757,3.580385334,1.840114864,0.01061255,0.080731125,Upregulated
htrB,lipid A biosynthesis lauroyl acyltransferase (EC 2.3.1.-) (heat shock protein),18.19176828,32.12478966,8.903087359,0.277140721,-1.851309391,0.007846117,0.065071922,Downregulated
hyaD2,hydrogenase 1 maturation protease,31.00509704,11.14060031,44.24809486,3.971787302,1.989788366,3.21E-06,0.000102796,Upregulated
hybB,probable hydrogenase-2 cytochrome b subunit,18.90155941,43.71591392,2.358656409,0.053954183,-4.212121382,0.006784222,0.057958923,Downregulated
hypB,hydrogenase isoenzymes formation protein HypB,237.7530688,406.3287514,125.3692804,0.308541495,-1.696463568,0.002591307,0.026410542,Downregulated
ilvA,threonine deaminase,37.31350928,9.273965781,56.00653828,6.039114183,2.594336951,2.65E-06,8.75E-05,Upregulated
ilvD,dihydroxyacid dehydratase,38.41449615,16.30946703,53.15118222,3.258915949,1.704392144,0.005794572,0.050766674,Upregulated
infB,protein chain initiation factor 2,282.7822164,111.5534371,396.934736,3.558247477,1.831166854,0.000599106,0.008232348,Upregulated
invA,secretory apparatus of type III secretion system,72.4335754,165.1891367,10.59653453,0.06414789,-3.962454384,0.003344868,0.031899003,Downregulated
invH,outer membrane lipoprotein,135.3114776,322.3838921,10.59653453,0.032869305,-4.927115231,7.40E-11,8.63E-09,Downregulated
ispA,geranyltranstransferase,35.88245983,70.74614113,12.64000563,0.178667068,-2.484654352,0.004851587,0.043646524,Downregulated
ispB,octaprenyl-diphosphate synthase,77.29121286,130.193368,42.02310942,0.322774578,-1.63140114,0.008008782,0.066001664,Downregulated
ivbL,ilvBN operon attenuator peptide,18.78692914,4.165111734,28.53480742,6.850910429,2.776295723,4.18E-06,0.000132533,Upregulated
kdgR,transcriptional regulator KdgR,61.05471665,126.9253434,17.14096548,0.135047619,-2.888459886,2.52E-05,0.000573168,Downregulated
kdsB,3-deoxy-manno-octulosonate cytidylyltransferase,39.30161071,69.87602561,18.91866744,0.270746186,-1.884987079,0.001555083,0.017560597,Downregulated
lasT,putative RNA methyltransferase,28.34830114,57.51612181,8.903087359,0.154792901,-2.691588784,0.012512884,0.090948326,Downregulated
leuD,3-isopropylmalate dehydratase small subunit,14.6526463,2.846384448,22.52348754,7.913016652,2.984227793,1.10E-06,4.05E-05,Upregulated
leuL,leu operon leader peptide,3.998931779,0.579336729,6.278661812,10.83767263,3.437983069,0.004272436,0.039165995,Upregulated
lipB,lipoate-protein ligase B (lipoate biosynthesis protein B),33.12580088,73.19836222,6.410759984,0.087580648,-3.513244068,2.22E-05,0.000519452,Downregulated
livH,high-affinity branched-chain amino acid transport system permease protein,20.1677348,4.477794975,30.62769469,6.839905546,2.773976403,1.43E-06,5.15E-05,Upregulated
lspA,lipoprotein signal peptidase,44.0713329,16.09911401,62.71947883,3.895834193,1.961932278,2.84E-05,0.000632294,Upregulated
maa,maltose O-acetyltransferase,95.7993852,201.5043219,25.32942742,0.125701658,-2.991924412,6.66E-06,0.000192404,Downregulated
manZ,"phosphotransferase enzyme II, D component",94.62080406,39.22834535,131.5491099,3.353419796,1.745633097,4.05E-08,2.24E-06,Upregulated
marA,multiple antibiotic resistance protein MarA,22.02154774,51.91453844,2.092887271,0.040314088,-4.632572105,0.008772045,0.069908592,Downregulated
marR,multiple antibiotic resistance protein MarR,25.6091845,60.88363033,2.092887271,0.034375205,-4.862487875,0.003193055,0.030739046,Downregulated
mdoC,Glucans biosynthesis protein C,32.63105183,65.6828278,10.59653453,0.161328842,-2.631923715,0.00600698,0.052276742,Downregulated
mdoG,Glucans biosynthesis protein G precursor.,424.5260084,888.1604476,115.4363823,0.129972442,-2.943722333,1.21E-20,7.18E-18,Downregulated
melR,melibiose operon regulatory protein,110.7288473,222.0617438,36.50691639,0.164399846,-2.604719151,6.71E-05,0.001296131,Downregulated
metA,homoserine O-succinyltransferase,20.66307187,37.50574123,9.434625636,0.251551505,-1.991074276,0.001587109,0.017768542,Downregulated
mgsA,methylglyoxal synthase,38.39320202,68.47643555,18.337713,0.267795963,-1.900793883,2.40E-05,0.000551892,Downregulated
minC,Probable septum site-determining protein minC.,42.16104083,98.32663284,4.717312818,0.047975942,-4.381545061,1.01E-05,0.000270768,Downregulated
mltB,membrane-bound lytic transglycosylase B precursor,28.82500677,65.78385511,4.185774541,0.063629207,-3.974167046,1.07E-05,0.000283401,Downregulated
moaA,molybdenum cofactor biosynthesis protein A,42.24895017,78.31631238,18.20404203,0.232442533,-2.105054013,3.13E-07,1.37E-05,Downregulated
mod,type III restriction-modification system enzyme (StyLTI) modification methylase,51.14969065,83.67554794,29.4657858,0.352143326,-1.505765353,3.06E-05,0.000678341,Downregulated
motA,motility protein A,54.99130461,124.3241369,8.769416393,0.070536716,-3.825481772,1.88E-05,0.000454531,Downregulated
motB,motility protein B,50.00438822,121.4729859,2.358656409,0.019417127,-5.686526429,5.43E-06,0.000164139,Downregulated
mscL,large-conductance mechanosensitive channel,180.737172,428.6716526,15.44751831,0.036035782,-4.794426028,3.75E-10,3.75E-08,Downregulated
msyB,acidic protein MsyB; multicopy suppressor of SecY,66.11887722,109.739511,37.03845467,0.337512481,-1.56698724,0.001806944,0.019656536,Downregulated
mtlR,mannitol operon repressor (mannitol repressor protein),57.47678712,128.269944,10.28134922,0.080154001,-3.641081653,2.30E-05,0.000532544,Downregulated
mukB,cell division protein,172.4741155,34.34890248,264.5575908,7.702068238,2.945245905,0.000150707,0.002561627,Upregulated
murG,UDP-N-acetylglucosamine--N-acetylmuramyl-,23.16928678,8.443690306,32.9863511,3.906627304,1.965923628,0.000131861,0.002290552,Upregulated
nagD,NagD protein,18.23133942,35.36304841,6.810200089,0.192579554,-2.376473554,0.011827857,0.087727752,Downregulated
nanA,N-acetylneuraminate lyase,190.0647775,6.617950174,312.3626624,47.19930706,5.560693774,8.67E-08,4.32E-06,Upregulated
nanT,putative sialic acid transporter,163.4222093,22.72702621,257.218998,11.31775867,3.500516375,4.58E-05,0.000932513,Upregulated
narG,respiratory nitrate reductase 1 alpha chain,345.8164433,28.77987113,557.1741581,19.35985591,4.27499631,5.18E-05,0.001033798,Upregulated
narH,respiratory nitrate reductase 1 beta chain,19.05852171,5.443253297,28.13536731,5.168851379,2.369843721,0.000223081,0.003525547,Upregulated
narK,nitrite extrusion protein (nitrite facilitator),66.1817221,5.203451173,106.8339027,20.5313549,4.359756931,0.000603565,0.008276193,Upregulated
narZ,respiratory nitrate reductase 2 alpha chain,40.53879808,17.8817308,55.6435096,3.111751889,1.637727034,1.75E-06,6.15E-05,Upregulated
nfnB,oxygen-insensitive NAD(P)H nitroreductase,65.95071783,129.8214779,23.37021112,0.180018064,-2.473786413,0.000368562,0.00550481,Downregulated
nhaB,regulator of intracellular pH; Na+/H+ antiporter,22.38548464,49.68504978,4.185774541,0.084246158,-3.5692453,0.00727223,0.061642345,Downregulated
nirB,nitrite reductase large subunit,175.4999538,10.44606492,285.5358797,27.3343007,4.772640562,1.37E-14,2.70E-12,Upregulated
nlpC,putative lipoprotein,49.84894436,115.2043682,6.278661812,0.054500206,-4.197594503,0.000123959,0.002174939,Downregulated
nrdD,anaerobic ribonucleoside-triphosphate reductase,336.9132131,760.4147423,54.57886025,0.071775121,-3.800372329,3.93E-35,5.12E-32,Downregulated
nrfA,"cytochrome c552, subunit of nitrite reductase complex",35.52553636,79.19770092,6.410759984,0.080946289,-3.626891249,0.00404086,0.037357926,Downregulated
nuoA,NADH dehydrogenase I chain A,150.4124416,294.5591081,54.31466391,0.184393089,-2.439143508,0.000480514,0.00693875,Downregulated
ompF,outer membrane protein F precursor,300.5821617,591.6554618,106.533295,0.180059683,-2.473452909,4.47E-07,1.86E-05,Downregulated
ompH,outer membrane protein OmpH precursor,97.98457132,21.72580884,148.8237463,6.850090019,2.776122947,0.007834065,0.065054637,Upregulated
opdB,oligopeptidase,92.97759293,152.717209,53.15118222,0.348036626,-1.522688955,0.008295387,0.067626996,Downregulated
orgAa,oxygen-regulated invasion protein,91.52661993,206.6430862,14.78230907,0.071535464,-3.805197547,0.007532394,0.06343734,Downregulated
pabA,"para-aminobenzoate synthase, glutamine amidotransferase component II",24.85489735,52.5211034,6.410759984,0.122060649,-3.034329925,2.51E-05,0.000572092,Downregulated
pagC,outer membrane invasion protein (PagC),1323.74656,47.30732947,2174.706048,45.96974871,5.522612875,0.000262561,0.004070631,Upregulated
parA,plasmid partition protein A,441.5317615,937.2780216,111.0342548,0.118464588,-3.077472227,9.34E-05,0.001704439,Downregulated
pckA,phosphoenolpyruvate carboxykinase,337.0887356,624.9652146,145.1710828,0.232286661,-2.106021786,0.004866816,0.043665443,Downregulated
pduS,propanediol utilization ferredoxin,11.1517594,0.573335462,18.20404203,31.75111822,4.988735497,3.03E-08,1.83E-06,Upregulated
pez,DNA-directed RNA polymerase alpha chain,654.9945378,256.7699524,920.4775948,3.584833763,1.84190622,9.89E-05,0.001783077,Upregulated
pflA,pyruvate formate-lyase 1 activating enzyme,107.6064427,179.4750461,59.69404038,0.332603566,-1.588124458,0.00859026,0.069046182,Downregulated
pgtP,phosphoglycerate transporter protein,48.25344781,115.8255495,3.205379992,0.027674205,-5.175314321,0.007818107,0.065004821,Downregulated
phnX,phosphonoacetaldehyde phosphonohydrolase,12.61082397,2.277627106,19.49962188,8.561375931,3.097842676,0.002960425,0.028969556,Upregulated
phoB,phosphate regulon transcriptional regulatory protein PhoB,87.98853214,25.19019548,129.8540899,5.154945701,2.365957231,1.22E-10,1.38E-08,Upregulated
phoN,nonspecific acid phosphatase precursor,1434.48716,77.01695192,2339.467298,30.37600476,4.924860225,6.68E-07,2.66E-05,Upregulated
phoP,"transcriptional regulatory protein PhoP, regulator of virulence determinants",270.3312623,84.53044584,394.1984733,4.663390444,2.221379225,1.62E-13,2.93E-11,Upregulated
pipB,conserved hypothetical protein,395.0542653,35.93620351,634.4663066,17.65535156,4.142033643,0.000200375,0.00326147,Upregulated
pitA,putative low-affinity inorganic phosphate transporter,83.81853778,162.2083349,31.55867307,0.194556421,-2.361739501,1.70E-05,0.000422027,Downregulated
pldA,detergent-resistant phospholipase A,42.7699502,86.49427524,13.62040018,0.157471696,-2.666835557,0.000767093,0.010013627,Downregulated
plsB,glycerol-3-phosphate acyltransferase,155.1010414,255.2088253,88.36251876,0.346236141,-1.530171771,0.000162808,0.002738785,Downregulated
plsC,1-acyl-glycerol-3-phosphate acyltransferase,26.62979204,45.0743009,14.33345279,0.31799612,-1.652918933,0.00055632,0.007795061,Downregulated
pocR,pdu/cob regulatory protein PocR,69.95395459,145.6354536,19.49962188,0.133893371,-2.900843555,0.001094758,0.013183548,Downregulated
potA,spermidine/putrescine transport ATP-binding protein PotA (ABC superfamily),32.64731017,65.72347364,10.59653453,0.16122907,-2.632816207,0.000878671,0.011136083,Downregulated
ppiA,peptidyl-prolyl cis-trans isomerase,44.0675215,80.91937093,19.49962188,0.240975945,-2.053038955,0.013497393,0.096000868,Downregulated
ppk,Polyphosphate kinase,127.4999772,232.7445079,57.33695676,0.246351492,-2.021209886,6.48E-05,0.001254828,Downregulated
pqaB,melittin resistance protein PqaB,48.2684431,17.02800749,69.09540018,4.057750163,2.020680041,3.48E-09,2.73E-07,Upregulated
prgH,type III secretion apparatus component,390.9032279,942.130988,23.41805449,0.024856474,-5.330234526,0.002709053,0.027115704,Downregulated
prgK,type III secretion system apparatus,86.68404858,200.0180122,11.1280728,0.055635353,-4.167854257,0.000359158,0.005401435,Downregulated
prlA,preprotein translocase subunit,763.0713835,311.9437603,1063.823132,3.410304253,1.769900456,0.012143844,0.089461478,Upregulated
proP,ProP effector,82.80390301,142.2322301,43.18501831,0.303623295,-1.719645613,0.004219484,0.038734981,Downregulated
pSLT1344_intergenic_56363_56468,pSLT1344_intergenic_56363_56468,83.94516112,28.56042199,120.8683205,4.232021522,2.081346964,0.001948113,0.02094783,Upregulated
pSLT1344_intergenic_65700_65996,pSLT1344_intergenic_65700_65996,133.5146168,4.387158614,219.5995889,50.05508308,5.645444677,0.01028851,0.078633609,Upregulated
pSLT1344_intergenic_69738_69829,pSLT1344_intergenic_69738_69829,7.065473689,1.768882434,10.59653453,5.990525045,2.582682455,0.014094393,0.099024872,Upregulated
pSLT1344_intergenic_75774_76166,pSLT1344_intergenic_75774_76166,45.98657523,98.67298257,10.86230366,0.110083869,-3.183325017,0.002644704,0.026680034,Downregulated
pSLT1344_intergenic_90163_91002,pSLT1344_intergenic_90163_91002,21.3361203,5.655895381,31.78960358,5.62061379,2.490727686,0.00020878,0.003373032,Upregulated
ptsG,"PTS system, glucose-specific IIBC component",111.0649123,46.20698891,154.3035279,3.339398034,1.739588063,0.000221766,0.00352182,Upregulated
purU,formyltetrahydrofolate deformylase,113.7555205,257.6795392,17.80617472,0.069102012,-3.855128464,2.02E-10,2.13E-08,Downregulated
pykF,pyruvate kinase,61.74023195,108.4090378,30.62769469,0.282519754,-1.82357635,0.013250366,0.095038611,Downregulated
pyrD,dihydroorotate dehydrogenase,85.98121585,178.828144,24.08326374,0.134672671,-2.892470983,1.08E-06,3.97E-05,Downregulated
pyrG,CTP synthase,339.3937525,577.9107523,180.3824194,0.312128505,-1.679787976,3.10E-09,2.46E-07,Downregulated
radA,putative DNA repair protein,23.01265346,8.648907976,32.58848379,3.767930457,1.913772338,4.41E-05,0.00091767,Upregulated
ramA,transcriptional activator RamA,57.39956883,127.2054666,10.86230366,0.085391799,-3.549758665,0.001036377,0.012596706,Downregulated
rcsF,RcsF protein,60.11347421,136.9290545,8.903087359,0.06501971,-3.942979077,2.07E-07,9.59E-06,Downregulated
recN,DNA repair protein,75.11319469,138.1029536,33.12002206,0.239821243,-2.059968636,0.004738214,0.042774995,Downregulated
repA2,DNA replication,329.7048137,609.8476066,142.9429518,0.234391265,-2.09300929,1.10E-11,1.46E-09,Downregulated
repC,replication protein c,901.6789289,1560.333168,462.5761025,0.296459828,-1.754091471,0.001592743,0.017801082,Downregulated
rfaH,transcriptional activator,95.87081931,216.9067837,15.18017638,0.069984793,-3.836814715,5.98E-13,9.76E-11,Downregulated
rfc,O-antigen polymerase,589.819153,973.7671805,333.8538012,0.342847662,-1.544360411,0.00028816,0.004456914,Downregulated
rhaB,rhamnulokinase,16.40701138,5.093139306,23.94959277,4.702324309,2.233374042,0.00288012,0.028439555,Upregulated
rhlB,putative ATP-dependent RNA helicase,81.94059693,142.4159883,41.62366932,0.292268233,-1.774635064,0.002887942,0.028452123,Downregulated
rho,transcription termination factor,1231.545873,2610.745016,312.0797777,0.119536675,-3.06447478,2.19E-20,1.19E-17,Downregulated
rhuM,putative DNA-binding protein,49.87293304,92.09542161,21.72460733,0.235892371,-2.083799336,0.002665783,0.026809807,Downregulated
ribA,GTP cyclohydrolase II,51.48512426,96.12589967,21.72460733,0.226001602,-2.145595095,0.003490208,0.032971107,Downregulated
ribD,riboflavin biosynthesis protein RibD,176.0319861,57.64356349,254.9576012,4.423002079,2.14502592,0.009808622,0.076113591,Upregulated
rluB,putative ribosomal large subunit pseudouridine synthase B,52.14971636,98.58468732,21.19306905,0.214973234,-2.217771052,0.003101526,0.030079735,Downregulated
rnhB,ribonuclease HII,22.61927568,7.068662558,32.9863511,4.66656186,2.22236002,2.40E-05,0.000551892,Upregulated
rnpA,"RNase P, protein component",104.8878192,237.5800378,16.42634006,0.069140237,-3.854330646,3.31E-08,1.94E-06,Downregulated
rnt,ribonuclease T,62.26342871,110.3161899,30.22825458,0.274014672,-1.867674952,7.80E-08,3.98E-06,Downregulated
rob,right origin-binding protein,158.1501615,278.9768326,77.59904743,0.278155884,-1.846034472,0.002379218,0.024688638,Downregulated
rplB,50S ribosomal subunit protein L2,326.9865034,147.9170855,446.3661154,3.017677869,1.59343881,1.45E-09,1.26E-07,Upregulated
rplC,50S ribosomal subunit protein L3,280.254441,99.65048741,400.6570767,4.020623352,2.007419192,3.85E-05,0.000814037,Upregulated
rplD,50S ribosomal subunit protein L4,320.3884666,146.5147694,436.3042648,2.977885892,1.574288473,8.29E-05,0.001555634,Upregulated
rplF,50S ribosomal subunit protein L6,348.4112641,156.2535507,476.5164064,3.049635699,1.608636913,0.000849874,0.010813113,Upregulated
rplO,50S ribosomal subunit protein L15,244.3692705,75.13089044,357.1948573,4.754300863,2.249233203,0.012330207,0.090426136,Upregulated
rplP,50S ribosomal subunit protein L16,281.4181817,47.25492158,437.5270218,9.258866742,3.210835623,1.95E-05,0.000467345,Upregulated
rplV,50s ribosomal protein l22,347.1852983,64.44960152,535.6757629,8.311544994,3.055116678,1.91E-13,3.36E-11,Upregulated
rplW,50S ribosomal subunit protein L23,199.4759541,63.31245563,290.2516197,4.584431559,2.19674286,4.86E-10,4.74E-08,Upregulated
rpmC,50S ribosomal subunit protein L29,116.8156548,19.0540785,181.9900389,9.551238019,3.255687746,0.000188025,0.003099088,Upregulated
rpmH,50s ribosomal protein l34,115.9821672,202.880404,58.05000938,0.286129208,-1.805261318,0.00356903,0.033518069,Downregulated
rpoC,"DNA-directed RNA polymerase, beta'-subunit",475.1946893,132.1409936,703.8971532,5.326864388,2.413286553,6.02E-06,0.000179431,Upregulated
rpsC,30S ribosomal subunit protein S3,310.2428386,99.84630835,450.5071922,4.512006499,2.173769146,0.001219652,0.014292045,Upregulated
rpsL,30S ribosomal subunit protein S12,300.5444962,519.1851248,154.7840772,0.298128875,-1.745991981,4.53E-08,2.49E-06,Downregulated
rpsS,30S ribosomal subunit protein S19,208.0384803,64.53621699,303.7066559,4.705987893,2.234497609,3.53E-07,1.51E-05,Upregulated
rtn,rtn protein,139.0901961,298.4464701,32.85268013,0.11007897,-3.183389215,8.50E-06,0.000236138,Downregulated
samB,putative transposase,312.7891559,567.6872035,142.8571242,0.251647603,-1.990523237,8.28E-08,4.19E-06,Downregulated
sbcB,exodeoxyribonuclease I,101.3547383,180.7360418,48.43386941,0.267981245,-1.899796062,0.000178709,0.002975604,Downregulated
sdaC,putative serine transporter,401.3160246,734.934433,178.9037524,0.243428181,-2.038431899,0.001154712,0.013647169,Downregulated
sdhC,succinate dehydrogenase cytochrome b-556 subunit,203.5071656,390.772369,78.66369678,0.201303119,-2.312558568,2.16E-08,1.39E-06,Downregulated
seqA,seqA protein,92.34674222,169.8278191,40.69269093,0.239611456,-2.061231212,4.48E-05,0.000925881,Downregulated
sicP,chaperone (associated with virulence),102.5934592,239.7915388,11.1280728,0.046407279,-4.429505085,2.07E-06,7.07E-05,Downregulated
sigD,cell invasion protein,522.0674538,1295.552495,6.410759984,0.004948283,-7.658856362,3.12E-08,1.87E-06,Downregulated
siiE,large repetitive protein,744.7721124,1560.774805,200.770317,0.128635032,-2.9586445,0.00256713,0.026221683,Downregulated
sipA,pathogenicity island 1 effector protein,367.7666102,876.8124616,28.40270924,0.03239314,-4.948167847,9.85E-10,8.80E-08,Downregulated
sipB,pathogenicity island 1 effector protein,305.9554165,718.9469992,30.62769469,0.042600769,-4.552976733,1.46E-10,1.59E-08,Downregulated
